	"Year"	"Year Code"	"State"	"State Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2014"	"2014"	"Rhode Island"	"44"	"Male"	"M"	4624	511363	904.25
	"2014"	"2014"	"South Carolina"	"45"	"Female"	"F"	22177	2483088	893.12
	"2014"	"2014"	"South Carolina"	"45"	"Male"	"M"	23277	2349394	990.77
	"2014"	"2014"	"South Dakota"	"46"	"Female"	"F"	3659	423862	863.25
	"2014"	"2014"	"South Dakota"	"46"	"Male"	"M"	3848	429313	896.32
	"2014"	"2014"	"Tennessee"	"47"	"Female"	"F"	31804	3357172	947.34
	"2014"	"2014"	"Tennessee"	"47"	"Male"	"M"	32857	3192180	1029.30
	"2014"	"2014"	"Texas"	"48"	"Female"	"F"	88534	13574572	652.20
	"2014"	"2014"	"Texas"	"48"	"Male"	"M"	95378	13382386	712.71
	"2014"	"2014"	"Utah"	"49"	"Female"	"F"	8190	1463152	559.75
	"2014"	"2014"	"Utah"	"49"	"Male"	"M"	8529	1479750	576.38
	"2014"	"2014"	"Vermont"	"50"	"Female"	"F"	2865	317713	901.76
	"2014"	"2014"	"Vermont"	"50"	"Male"	"M"	2758	308849	892.99
	"2014"	"2014"	"Virginia"	"51"	"Female"	"F"	31909	4231045	754.16
	"2014"	"2014"	"Virginia"	"51"	"Male"	"M"	31689	4095244	773.80
	"2014"	"2014"	"Washington"	"53"	"Female"	"F"	25432	3531595	720.13
	"2014"	"2014"	"Washington"	"53"	"Male"	"M"	26667	3529935	755.45
	"2014"	"2014"	"West Virginia"	"54"	"Female"	"F"	10751	936411	1148.11
	"2014"	"2014"	"West Virginia"	"54"	"Male"	"M"	11435	913915	1251.21
	"2014"	"2014"	"Wisconsin"	"55"	"Female"	"F"	25488	2898057	879.49
	"2014"	"2014"	"Wisconsin"	"55"	"Male"	"M"	24803	2859507	867.39
	"2014"	"2014"	"Wyoming"	"56"	"Female"	"F"	2192	286111	766.14
	"2014"	"2014"	"Wyoming"	"56"	"Male"	"M"	2474	298042	830.08
	"2015"	"2015"	"Alabama"	"01"	"Female"	"F"	25306	2505795	1009.90
	"2015"	"2015"	"Alabama"	"01"	"Male"	"M"	26603	2353184	1130.51
	"2015"	"2015"	"Alaska"	"02"	"Female"	"F"	1866	349407	534.05
	"2015"	"2015"	"Alaska"	"02"	"Male"	"M"	2450	389025	629.78
	"2015"	"2015"	"Arizona"	"04"	"Female"	"F"	25401	3436575	739.14
	"2015"	"2015"	"Arizona"	"04"	"Male"	"M"	28898	3391490	852.07
	"2015"	"2015"	"Arkansas"	"05"	"Female"	"F"	15304	1515348	1009.93
	"2015"	"2015"	"Arkansas"	"05"	"Male"	"M"	16313	1462856	1115.15
	"2015"	"2015"	"California"	"06"	"Female"	"F"	126124	19701750	640.17
	"2015"	"2015"	"California"	"06"	"Male"	"M"	133082	19443068	684.47
	"2015"	"2015"	"Colorado"	"08"	"Female"	"F"	17659	2712811	650.95
	"2015"	"2015"	"Colorado"	"08"	"Male"	"M"	18690	2743763	681.18
	"2015"	"2015"	"Connecticut"	"09"	"Female"	"F"	15870	1839139	862.90
	"2015"	"2015"	"Connecticut"	"09"	"Male"	"M"	14665	1751747	837.16
	"2015"	"2015"	"Delaware"	"10"	"Female"	"F"	4208	488125	862.07
	"2015"	"2015"	"Delaware"	"10"	"Male"	"M"	4374	457809	955.42
	"2015"	"2015"	"District of Columbia"	"11"	"Female"	"F"	2375	353627	671.61
	"2015"	"2015"	"District of Columbia"	"11"	"Male"	"M"	2496	318601	783.43
	"2015"	"2015"	"Florida"	"12"	"Female"	"F"	90998	10368733	877.62
	"2015"	"2015"	"Florida"	"12"	"Male"	"M"	100739	9902539	1017.30
	"2015"	"2015"	"Georgia"	"13"	"Female"	"F"	39415	5234978	752.92
	"2015"	"2015"	"Georgia"	"13"	"Male"	"M"	40527	4979882	813.81
	"2015"	"2015"	"Hawaii"	"15"	"Female"	"F"	5243	706231	742.39
	"2015"	"2015"	"Hawaii"	"15"	"Male"	"M"	5810	725372	800.97
	"2015"	"2015"	"Idaho"	"16"	"Female"	"F"	6176	826183	747.53
	"2015"	"2015"	"Idaho"	"16"	"Male"	"M"	6850	828747	826.55
	"2015"	"2015"	"Illinois"	"17"	"Female"	"F"	53990	6545500	824.84
	"2015"	"2015"	"Illinois"	"17"	"Male"	"M"	52882	6314495	837.47
	"2015"	"2015"	"Indiana"	"18"	"Female"	"F"	31423	3357815	935.82
	"2015"	"2015"	"Indiana"	"18"	"Male"	"M"	31290	3261865	959.27
	"2015"	"2015"	"Iowa"	"19"	"Female"	"F"	15036	1571873	956.57
	"2015"	"2015"	"Iowa"	"19"	"Male"	"M"	14564	1552026	938.39
	"2015"	"2015"	"Kansas"	"20"	"Female"	"F"	13451	1458008	922.56
	"2015"	"2015"	"Kansas"	"20"	"Male"	"M"	13213	1453633	908.96
	"2015"	"2015"	"Kentucky"	"21"	"Female"	"F"	22577	2245998	1005.21
	"2015"	"2015"	"Kentucky"	"21"	"Male"	"M"	23987	2179094	1100.78
	"2015"	"2015"	"Louisiana"	"22"	"Female"	"F"	20880	2386915	874.77
	"2015"	"2015"	"Louisiana"	"22"	"Male"	"M"	22836	2283809	999.91
	"2015"	"2015"	"Maine"	"23"	"Female"	"F"	7268	678071	1071.86
	"2015"	"2015"	"Maine"	"23"	"Male"	"M"	7211	651257	1107.24
	"2015"	"2015"	"Maryland"	"24"	"Female"	"F"	23489	3095316	758.86
	"2015"	"2015"	"Maryland"	"24"	"Male"	"M"	23758	2911085	816.12
	"2015"	"2015"	"Massachusetts"	"25"	"Female"	"F"	29895	3498304	854.56
	"2015"	"2015"	"Massachusetts"	"25"	"Male"	"M"	27911	3296118	846.78
	"2015"	"2015"	"Michigan"	"26"	"Female"	"F"	47515	5044428	941.93
	"2015"	"2015"	"Michigan"	"26"	"Male"	"M"	47625	4878148	976.29
	"2015"	"2015"	"Minnesota"	"27"	"Female"	"F"	21704	2759730	786.45
	"2015"	"2015"	"Minnesota"	"27"	"Male"	"M"	21096	2729864	772.79
	"2015"	"2015"	"Mississippi"	"28"	"Female"	"F"	15395	1540483	999.36
	"2015"	"2015"	"Mississippi"	"28"	"Male"	"M"	16388	1451850	1128.77
	"2015"	"2015"	"Missouri"	"29"	"Female"	"F"	29488	3098627	951.65
	"2015"	"2015"	"Missouri"	"29"	"Male"	"M"	30383	2985045	1017.84
	"2015"	"2015"	"Montana"	"30"	"Female"	"F"	4688	513619	912.74
	"2015"	"2015"	"Montana"	"30"	"Male"	"M"	5254	519330	1011.69
	"2015"	"2015"	"Nebraska"	"31"	"Female"	"F"	8414	951022	884.73
	"2015"	"2015"	"Nebraska"	"31"	"Male"	"M"	8326	945168	880.90
	"2015"	"2015"	"Nevada"	"32"	"Female"	"F"	10424	1440294	723.74
	"2015"	"2015"	"Nevada"	"32"	"Male"	"M"	12455	1450551	858.64
	"2015"	"2015"	"New Hampshire"	"33"	"Female"	"F"	5982	672952	888.92
	"2015"	"2015"	"New Hampshire"	"33"	"Male"	"M"	6002	657656	912.64
	"2015"	"2015"	"New Jersey"	"34"	"Female"	"F"	37151	4585897	810.11
	"2015"	"2015"	"New Jersey"	"34"	"Male"	"M"	35120	4372116	803.27
	"2015"	"2015"	"New Mexico"	"35"	"Female"	"F"	8155	1051688	775.42
	"2015"	"2015"	"New Mexico"	"35"	"Male"	"M"	9530	1033421	922.18
	"2015"	"2015"	"New York"	"36"	"Female"	"F"	78530	10184278	771.09
	"2015"	"2015"	"New York"	"36"	"Male"	"M"	75098	9611513	781.33
	"2015"	"2015"	"North Carolina"	"37"	"Female"	"F"	44589	5150777	865.68
	"2015"	"2015"	"North Carolina"	"37"	"Male"	"M"	44544	4892025	910.54
	"2015"	"2015"	"North Dakota"	"38"	"Female"	"F"	3038	368074	825.38
	"2015"	"2015"	"North Dakota"	"38"	"Male"	"M"	3185	388853	819.08
	"2015"	"2015"	"Ohio"	"39"	"Female"	"F"	59692	5926893	1007.14
	"2015"	"2015"	"Ohio"	"39"	"Male"	"M"	58496	5686530	1028.68
	"2015"	"2015"	"Oklahoma"	"40"	"Female"	"F"	19045	1974214	964.69
	"2015"	"2015"	"Oklahoma"	"40"	"Male"	"M"	20377	1937124	1051.92
	"2015"	"2015"	"Oregon"	"41"	"Female"	"F"	17698	2035807	869.34
	"2015"	"2015"	"Oregon"	"41"	"Male"	"M"	18007	1993170	903.44
	"2015"	"2015"	"Pennsylvania"	"42"	"Female"	"F"	67475	6538129	1032.02
	"2015"	"2015"	"Pennsylvania"	"42"	"Male"	"M"	65123	6264374	1039.58
	"2015"	"2015"	"Rhode Island"	"44"	"Female"	"F"	5265	544349	967.21
	"2015"	"2015"	"Rhode Island"	"44"	"Male"	"M"	4898	511949	956.74
	"2015"	"2015"	"South Carolina"	"45"	"Female"	"F"	22977	2517178	912.81
	"2015"	"2015"	"South Carolina"	"45"	"Male"	"M"	24221	2378968	1018.13
	"2015"	"2015"	"South Dakota"	"46"	"Female"	"F"	3763	426493	882.31
	"2015"	"2015"	"South Dakota"	"46"	"Male"	"M"	3968	431976	918.57
	"2015"	"2015"	"Tennessee"	"47"	"Female"	"F"	32837	3382838	970.69
	"2015"	"2015"	"Tennessee"	"47"	"Male"	"M"	33733	3217461	1048.44
	"2015"	"2015"	"Texas"	"48"	"Female"	"F"	91535	13831324	661.79
	"2015"	"2015"	"Texas"	"48"	"Male"	"M"	98119	13637790	719.46
	"2015"	"2015"	"Utah"	"49"	"Female"	"F"	8462	1488819	568.37
	"2015"	"2015"	"Utah"	"49"	"Male"	"M"	8872	1507100	588.68
	"2015"	"2015"	"Vermont"	"50"	"Female"	"F"	2961	317516	932.55
	"2015"	"2015"	"Vermont"	"50"	"Male"	"M"	2958	308526	958.75
	"2015"	"2015"	"Virginia"	"51"	"Female"	"F"	32737	4258228	768.79
	"2015"	"2015"	"Virginia"	"51"	"Male"	"M"	32840	4124765	796.17
	"2015"	"2015"	"Washington"	"53"	"Female"	"F"	26792	3585353	747.26
	"2015"	"2015"	"Washington"	"53"	"Male"	"M"	27803	3584998	775.54
	"2015"	"2015"	"West Virginia"	"54"	"Female"	"F"	11168	933068	1196.91
	"2015"	"2015"	"West Virginia"	"54"	"Male"	"M"	11584	911060	1271.49
	"2015"	"2015"	"Wisconsin"	"55"	"Female"	"F"	25564	2903737	880.38
	"2015"	"2015"	"Wisconsin"	"55"	"Male"	"M"	25700	2867600	896.22
	"2015"	"2015"	"Wyoming"	"56"	"Female"	"F"	2228	287206	775.75
	"2015"	"2015"	"Wyoming"	"56"	"Male"	"M"	2550	298901	853.13
	"2016"	"2016"	"Alabama"	"01"	"Female"	"F"	25618	2507714	1021.57
	"2016"	"2016"	"Alabama"	"01"	"Male"	"M"	26848	2355586	1139.76
	"2016"	"2016"	"Alaska"	"02"	"Female"	"F"	1907	353762	539.06
	"2016"	"2016"	"Alaska"	"02"	"Male"	"M"	2587	388132	666.53
	"2016"	"2016"	"Arizona"	"04"	"Female"	"F"	26106	3488176	748.41
	"2016"	"2016"	"Arizona"	"04"	"Male"	"M"	30539	3442895	887.02
	"2016"	"2016"	"Arkansas"	"05"	"Female"	"F"	15325	1520375	1007.98
	"2016"	"2016"	"Arkansas"	"05"	"Male"	"M"	16431	1467873	1119.37
	"2016"	"2016"	"California"	"06"	"Female"	"F"	126980	19756656	642.72
	"2016"	"2016"	"California"	"06"	"Male"	"M"	135260	19493361	693.88
	"2016"	"2016"	"Colorado"	"08"	"Female"	"F"	17889	2754727	649.39
	"2016"	"2016"	"Colorado"	"08"	"Male"	"M"	19641	2785818	705.04
	"2016"	"2016"	"Connecticut"	"09"	"Female"	"F"	15558	1830837	849.78
	"2016"	"2016"	"Connecticut"	"09"	"Male"	"M"	14985	1745615	858.44
	"2016"	"2016"	"Delaware"	"10"	"Female"	"F"	4277	491395	870.38
	"2016"	"2016"	"Delaware"	"10"	"Male"	"M"	4597	460670	997.89
	"2016"	"2016"	"District of Columbia"	"11"	"Female"	"F"	2433	357940	679.72
	"2016"	"2016"	"District of Columbia"	"11"	"Male"	"M"	2604	323230	805.62
	"2016"	"2016"	"Florida"	"12"	"Female"	"F"	93820	10542288	889.94
	"2016"	"2016"	"Florida"	"12"	"Male"	"M"	103493	10070151	1027.72
	"2016"	"2016"	"Georgia"	"13"	"Female"	"F"	39738	5289906	751.20
	"2016"	"2016"	"Georgia"	"13"	"Male"	"M"	41690	5020465	830.40
	"2016"	"2016"	"Hawaii"	"15"	"Female"	"F"	5117	710942	719.75
	"2016"	"2016"	"Hawaii"	"15"	"Male"	"M"	5796	717615	807.68
	"2016"	"2016"	"Idaho"	"16"	"Female"	"F"	6430	839608	765.83
	"2016"	"2016"	"Idaho"	"16"	"Male"	"M"	6936	843532	822.26
	"2016"	"2016"	"Illinois"	"17"	"Female"	"F"	53572	6509748	822.95
	"2016"	"2016"	"Illinois"	"17"	"Male"	"M"	53448	6291791	849.49
	"2016"	"2016"	"Indiana"	"18"	"Female"	"F"	31095	3363491	924.49
	"2016"	"2016"	"Indiana"	"18"	"Male"	"M"	32378	3269562	990.29
	"2016"	"2016"	"Iowa"	"19"	"Female"	"F"	14880	1575574	944.42
	"2016"	"2016"	"Iowa"	"19"	"Male"	"M"	14658	1559119	940.15
	"2016"	"2016"	"Kansas"	"20"	"Female"	"F"	13124	1459530	899.19
	"2016"	"2016"	"Kansas"	"20"	"Male"	"M"	13121	1447759	906.30
	"2016"	"2016"	"Kentucky"	"21"	"Female"	"F"	23417	2250421	1040.56
	"2016"	"2016"	"Kentucky"	"21"	"Male"	"M"	24410	2186553	1116.37
	"2016"	"2016"	"Louisiana"	"22"	"Female"	"F"	21301	2392296	890.40
	"2016"	"2016"	"Louisiana"	"22"	"Male"	"M"	23005	2289370	1004.86
	"2016"	"2016"	"Maine"	"23"	"Female"	"F"	6976	678894	1027.55
	"2016"	"2016"	"Maine"	"23"	"Male"	"M"	7206	652585	1104.22
	"2016"	"2016"	"Maryland"	"24"	"Female"	"F"	24124	3101981	777.70
	"2016"	"2016"	"Maryland"	"24"	"Male"	"M"	24700	2914466	847.50
	"2016"	"2016"	"Massachusetts"	"25"	"Female"	"F"	28947	3506128	825.61
	"2016"	"2016"	"Massachusetts"	"25"	"Male"	"M"	28014	3305651	847.46
	"2016"	"2016"	"Michigan"	"26"	"Female"	"F"	47738	5043554	946.52
	"2016"	"2016"	"Michigan"	"26"	"Male"	"M"	48493	4884746	992.74
	"2016"	"2016"	"Minnesota"	"27"	"Female"	"F"	21437	2772322	773.25
	"2016"	"2016"	"Minnesota"	"27"	"Male"	"M"	21641	2747630	787.62
	"2016"	"2016"	"Mississippi"	"28"	"Female"	"F"	15335	1539934	995.82
	"2016"	"2016"	"Mississippi"	"28"	"Male"	"M"	16406	1448792	1132.39
	"2016"	"2016"	"Missouri"	"29"	"Female"	"F"	29435	3100965	949.22
	"2016"	"2016"	"Missouri"	"29"	"Male"	"M"	30438	2992035	1017.30
	"2016"	"2016"	"Montana"	"30"	"Female"	"F"	4754	517745	918.21
	"2016"	"2016"	"Montana"	"30"	"Male"	"M"	5151	524775	981.56
	"2016"	"2016"	"Nebraska"	"31"	"Female"	"F"	8188	956445	856.09
	"2016"	"2016"	"Nebraska"	"31"	"Male"	"M"	8029	950671	844.56
	"2016"	"2016"	"Nevada"	"32"	"Female"	"F"	10729	1466061	731.82
	"2016"	"2016"	"Nevada"	"32"	"Male"	"M"	13173	1473997	893.69
	"2016"	"2016"	"New Hampshire"	"33"	"Female"	"F"	5878	673935	872.19
	"2016"	"2016"	"New Hampshire"	"33"	"Male"	"M"	6325	660860	957.09
	"2016"	"2016"	"New Jersey"	"34"	"Female"	"F"	37510	4576725	819.58
	"2016"	"2016"	"New Jersey"	"34"	"Male"	"M"	35645	4367744	816.10
	"2016"	"2016"	"New Mexico"	"35"	"Female"	"F"	8503	1050352	809.54
	"2016"	"2016"	"New Mexico"	"35"	"Male"	"M"	9862	1030663	956.86
	"2016"	"2016"	"New York"	"36"	"Female"	"F"	78092	10157924	768.78
	"2016"	"2016"	"New York"	"36"	"Male"	"M"	76266	9587365	795.48
	"2016"	"2016"	"North Carolina"	"37"	"Female"	"F"	44868	5213836	860.56
	"2016"	"2016"	"North Carolina"	"37"	"Male"	"M"	45597	4932952	924.33
	"2016"	"2016"	"North Dakota"	"38"	"Female"	"F"	3080	368978	834.74
	"2016"	"2016"	"North Dakota"	"38"	"Male"	"M"	3162	388974	812.91
	"2016"	"2016"	"Ohio"	"39"	"Female"	"F"	59543	5922679	1005.34
	"2016"	"2016"	"Ohio"	"39"	"Male"	"M"	60029	5691694	1054.68
	"2016"	"2016"	"Oklahoma"	"40"	"Female"	"F"	19011	1979658	960.32
	"2016"	"2016"	"Oklahoma"	"40"	"Male"	"M"	20265	1943903	1042.49
	"2016"	"2016"	"Oregon"	"41"	"Female"	"F"	17413	2066455	842.65
	"2016"	"2016"	"Oregon"	"41"	"Male"	"M"	18365	2027010	906.01
	"2016"	"2016"	"Pennsylvania"	"42"	"Female"	"F"	66918	6523033	1025.87
	"2016"	"2016"	"Pennsylvania"	"42"	"Male"	"M"	66122	6261194	1056.06
	"2016"	"2016"	"Rhode Island"	"44"	"Female"	"F"	5087	543345	936.24
	"2016"	"2016"	"Rhode Island"	"44"	"Male"	"M"	4648	513081	905.90
	"2016"	"2016"	"South Carolina"	"45"	"Female"	"F"	23200	2553185	908.67
	"2016"	"2016"	"South Carolina"	"45"	"Male"	"M"	24930	2407934	1035.33
	"2016"	"2016"	"South Dakota"	"46"	"Female"	"F"	3790	429182	883.08
	"2016"	"2016"	"South Dakota"	"46"	"Male"	"M"	4055	436272	929.47
	"2016"	"2016"	"Tennessee"	"47"	"Female"	"F"	33301	3408679	976.95
	"2016"	"2016"	"Tennessee"	"47"	"Male"	"M"	34556	3242515	1065.72
	"2016"	"2016"	"Texas"	"48"	"Female"	"F"	91786	14031164	654.16
	"2016"	"2016"	"Texas"	"48"	"Male"	"M"	100180	13831432	724.29
	"2016"	"2016"	"Utah"	"49"	"Female"	"F"	8535	1515323	563.25
	"2016"	"2016"	"Utah"	"49"	"Male"	"M"	9378	1535894	610.59
	"2016"	"2016"	"Vermont"	"50"	"Female"	"F"	2922	316128	924.31
	"2016"	"2016"	"Vermont"	"50"	"Male"	"M"	2987	308466	968.34
	"2016"	"2016"	"Virginia"	"51"	"Female"	"F"	32811	4274994	767.51
	"2016"	"2016"	"Virginia"	"51"	"Male"	"M"	33662	4136814	813.72
	"2016"	"2016"	"Washington"	"53"	"Female"	"F"	26522	3646600	727.31
	"2016"	"2016"	"Washington"	"53"	"Male"	"M"	28247	3641400	775.72
	"2016"	"2016"	"West Virginia"	"54"	"Female"	"F"	11010	925159	1190.07
	"2016"	"2016"	"West Virginia"	"54"	"Male"	"M"	11722	905943	1293.90
	"2016"	"2016"	"Wisconsin"	"55"	"Female"	"F"	25778	2905282	887.28
	"2016"	"2016"	"Wisconsin"	"55"	"Male"	"M"	26037	2873426	906.13
	"2016"	"2016"	"Wyoming"	"56"	"Female"	"F"	2208	286559	770.52
	"2016"	"2016"	"Wyoming"	"56"	"Male"	"M"	2514	298942	840.97
	"2017"	"2017"	"Alabama"	"01"	"Female"	"F"	25855	2514911	1028.07
	"2017"	"2017"	"Alabama"	"01"	"Male"	"M"	27383	2359836	1160.38
	"2017"	"2017"	"Alaska"	"02"	"Female"	"F"	1889	353003	535.12
	"2017"	"2017"	"Alaska"	"02"	"Male"	"M"	2522	386792	652.03
	"2017"	"2017"	"Arizona"	"04"	"Female"	"F"	26750	3527969	758.23
	"2017"	"2017"	"Arizona"	"04"	"Male"	"M"	31008	3488301	888.91
	"2017"	"2017"	"Arkansas"	"05"	"Female"	"F"	15869	1528215	1038.40
	"2017"	"2017"	"Arkansas"	"05"	"Male"	"M"	16719	1476064	1132.67
	"2017"	"2017"	"California"	"06"	"Female"	"F"	129687	19889100	652.05
	"2017"	"2017"	"California"	"06"	"Male"	"M"	138502	19647553	704.93
	"2017"	"2017"	"Colorado"	"08"	"Female"	"F"	18398	2784821	660.65
	"2017"	"2017"	"Colorado"	"08"	"Male"	"M"	19665	2822333	696.76
	"2017"	"2017"	"Connecticut"	"09"	"Female"	"F"	16127	1836384	878.19
	"2017"	"2017"	"Connecticut"	"09"	"Male"	"M"	15185	1751800	866.82
	"2017"	"2017"	"Delaware"	"10"	"Female"	"F"	4427	496425	891.78
	"2017"	"2017"	"Delaware"	"10"	"Male"	"M"	4751	465514	1020.59
	"2017"	"2017"	"District of Columbia"	"11"	"Female"	"F"	2467	364773	676.31
	"2017"	"2017"	"District of Columbia"	"11"	"Male"	"M"	2498	329199	758.81
	"2017"	"2017"	"Florida"	"12"	"Female"	"F"	96344	10727581	898.10
	"2017"	"2017"	"Florida"	"12"	"Male"	"M"	107292	10256819	1046.06
	"2017"	"2017"	"Georgia"	"13"	"Female"	"F"	40569	5353872	757.75
	"2017"	"2017"	"Georgia"	"13"	"Male"	"M"	42529	5075507	837.93
	"2017"	"2017"	"Hawaii"	"15"	"Female"	"F"	5294	711451	744.11
	"2017"	"2017"	"Hawaii"	"15"	"Male"	"M"	6096	716087	851.29
	"2017"	"2017"	"Idaho"	"16"	"Female"	"F"	6645	856485	775.85
	"2017"	"2017"	"Idaho"	"16"	"Male"	"M"	7366	860458	856.06
	"2017"	"2017"	"Illinois"	"17"	"Female"	"F"	54786	6509545	841.63
	"2017"	"2017"	"Illinois"	"17"	"Male"	"M"	54935	6292478	873.03
	"2017"	"2017"	"Indiana"	"18"	"Female"	"F"	32383	3379723	958.16
	"2017"	"2017"	"Indiana"	"18"	"Male"	"M"	33214	3287095	1010.44
	"2017"	"2017"	"Iowa"	"19"	"Female"	"F"	15273	1580978	966.05
	"2017"	"2017"	"Iowa"	"19"	"Male"	"M"	15257	1564733	975.05
	"2017"	"2017"	"Kansas"	"20"	"Female"	"F"	13306	1461167	910.64
	"2017"	"2017"	"Kansas"	"20"	"Male"	"M"	13757	1451956	947.48
	"2017"	"2017"	"Kentucky"	"21"	"Female"	"F"	23456	2259871	1037.94
	"2017"	"2017"	"Kentucky"	"21"	"Male"	"M"	24756	2194318	1128.19
	"2017"	"2017"	"Louisiana"	"22"	"Female"	"F"	21966	2394887	917.20
	"2017"	"2017"	"Louisiana"	"22"	"Male"	"M"	23838	2289446	1041.21
	"2017"	"2017"	"Maine"	"23"	"Female"	"F"	7284	681387	1069.00
	"2017"	"2017"	"Maine"	"23"	"Male"	"M"	7392	654520	1129.38
	"2017"	"2017"	"Maryland"	"24"	"Female"	"F"	24614	3118023	789.41
	"2017"	"2017"	"Maryland"	"24"	"Male"	"M"	25312	2934154	862.67
	"2017"	"2017"	"Massachusetts"	"25"	"Female"	"F"	29649	3529454	840.04
	"2017"	"2017"	"Massachusetts"	"25"	"Male"	"M"	29154	3330365	875.40
	"2017"	"2017"	"Michigan"	"26"	"Female"	"F"	48197	5058559	952.78
	"2017"	"2017"	"Michigan"	"26"	"Male"	"M"	49405	4903752	1007.49
	"2017"	"2017"	"Minnesota"	"27"	"Female"	"F"	22078	2799760	788.57
	"2017"	"2017"	"Minnesota"	"27"	"Male"	"M"	22293	2776846	802.82
	"2017"	"2017"	"Mississippi"	"28"	"Female"	"F"	15624	1538222	1015.72
	"2017"	"2017"	"Mississippi"	"28"	"Male"	"M"	16656	1445878	1151.96
	"2017"	"2017"	"Missouri"	"29"	"Female"	"F"	30153	3111296	969.15
	"2017"	"2017"	"Missouri"	"29"	"Male"	"M"	31723	3002236	1056.65
	"2017"	"2017"	"Montana"	"30"	"Female"	"F"	4902	521537	939.91
	"2017"	"2017"	"Montana"	"30"	"Male"	"M"	5298	528956	1001.60
	"2017"	"2017"	"Nebraska"	"31"	"Female"	"F"	8370	961945	870.11
	"2017"	"2017"	"Nebraska"	"31"	"Male"	"M"	8508	958131	887.98
	"2017"	"2017"	"Nevada"	"32"	"Female"	"F"	11007	1494290	736.60
	"2017"	"2017"	"Nevada"	"32"	"Male"	"M"	13650	1503749	907.73
	"2017"	"2017"	"New Hampshire"	"33"	"Female"	"F"	6034	677786	890.25
	"2017"	"2017"	"New Hampshire"	"33"	"Male"	"M"	6470	665009	972.92
	"2017"	"2017"	"New Jersey"	"34"	"Female"	"F"	38088	4609070	826.37
	"2017"	"2017"	"New Jersey"	"34"	"Male"	"M"	36758	4396574	836.06
	"2017"	"2017"	"New Mexico"	"35"	"Female"	"F"	8627	1053926	818.56
	"2017"	"2017"	"New Mexico"	"35"	"Male"	"M"	10046	1034144	971.43
	"2017"	"2017"	"New York"	"36"	"Female"	"F"	78521	10211937	768.91
	"2017"	"2017"	"New York"	"36"	"Male"	"M"	76837	9637462	797.27
	"2017"	"2017"	"North Carolina"	"37"	"Female"	"F"	46071	5271981	873.88
	"2017"	"2017"	"North Carolina"	"37"	"Male"	"M"	47086	5001438	941.45
	"2017"	"2017"	"North Dakota"	"38"	"Female"	"F"	3152	368094	856.30
	"2017"	"2017"	"North Dakota"	"38"	"Male"	"M"	3263	387299	842.50
	"2017"	"2017"	"Ohio"	"39"	"Female"	"F"	61367	5945509	1032.16
	"2017"	"2017"	"Ohio"	"39"	"Male"	"M"	62281	5713100	1090.14
	"2017"	"2017"	"Oklahoma"	"40"	"Female"	"F"	19647	1983302	990.62
	"2017"	"2017"	"Oklahoma"	"40"	"Male"	"M"	20805	1947562	1068.26
	"2017"	"2017"	"Oregon"	"41"	"Female"	"F"	17947	2089787	858.80
	"2017"	"2017"	"Oregon"	"41"	"Male"	"M"	18677	2052989	909.75
	"2017"	"2017"	"Pennsylvania"	"42"	"Female"	"F"	68278	6534208	1044.93
	"2017"	"2017"	"Pennsylvania"	"42"	"Male"	"M"	67378	6271329	1074.38
	"2017"	"2017"	"Rhode Island"	"44"	"Female"	"F"	5240	544648	962.09
	"2017"	"2017"	"Rhode Island"	"44"	"Male"	"M"	4917	514991	954.77
	"2017"	"2017"	"South Carolina"	"45"	"Female"	"F"	23571	2586682	911.24
	"2017"	"2017"	"South Carolina"	"45"	"Male"	"M"	25870	2437687	1061.25
	"2017"	"2017"	"South Dakota"	"46"	"Female"	"F"	3884	430706	901.78
	"2017"	"2017"	"South Dakota"	"46"	"Male"	"M"	4112	438960	936.76
	"2017"	"2017"	"Tennessee"	"47"	"Female"	"F"	34025	3440018	989.09
	"2017"	"2017"	"Tennessee"	"47"	"Male"	"M"	36071	3275966	1101.08
	"2017"	"2017"	"Texas"	"48"	"Female"	"F"	94467	14242803	663.26
	"2017"	"2017"	"Texas"	"48"	"Male"	"M"	103639	14061793	737.03
	"2017"	"2017"	"Utah"	"49"	"Female"	"F"	8569	1540145	556.38
	"2017"	"2017"	"Utah"	"49"	"Male"	"M"	9466	1561688	606.14
	"2017"	"2017"	"Vermont"	"50"	"Female"	"F"	2972	315401	942.29
	"2017"	"2017"	"Vermont"	"50"	"Male"	"M"	3035	308256	984.57
	"2017"	"2017"	"Virginia"	"51"	"Female"	"F"	33692	4303293	782.94
	"2017"	"2017"	"Virginia"	"51"	"Male"	"M"	34887	4166727	837.28
	"2017"	"2017"	"Washington"	"53"	"Female"	"F"	27540	3702270	743.87
	"2017"	"2017"	"Washington"	"53"	"Male"	"M"	29455	3703473	795.33
	"2017"	"2017"	"West Virginia"	"54"	"Female"	"F"	11290	917237	1230.87
	"2017"	"2017"	"West Virginia"	"54"	"Male"	"M"	11986	898620	1333.82
	"2017"	"2017"	"Wisconsin"	"55"	"Female"	"F"	25812	2912745	886.17
	"2017"	"2017"	"Wisconsin"	"55"	"Male"	"M"	26869	2882738	932.07
	"2017"	"2017"	"Wyoming"	"56"	"Female"	"F"	2229	283877	785.20
	"2017"	"2017"	"Wyoming"	"56"	"Male"	"M"	2539	295438	859.40
